-645.966759,-644.650497,-640.837073,-634.534784,-625.77898,-614.611482,-601.072001,-585.223933,-567.119779,-546.836226,-524.4188,-499.94712,-473.494103,-445.145468,-414.990317,-383.148724,-349.716679,-314.82751,-278.616549,-241.234413,-202.835349,-163.61237,-123.784959,-83.728778,-44.4057491,0.0,0.0,0.0,0.0,0.0,0.0,-930.218677,-1749.34219,-2594.40726,-3445.74822,-4298.74399,-5151.91072,-6004.57497,-6856.34728,-7706.97938,-8556.22861,-9403.96838,-10250.0406,-11094.3558,-11936.8207,-12777.345,-13615.8946,-14452.414,-15286.8623,-16119.1999,-16949.4204,-17777.5048,-18603.4202,-19427.1553,-20248.684,-21067.9747,-21885.0014,-22699.7111,-23512.0368,-24321.8943,-25129.1908,-25933.7912,-26735.5262,-27534.1903,-28329.5399,-29121.2904,-29909.0531,-30692.3979,-31470.8277,-32243.7182,-33010.3531,-33769.9049,-34521.3866,-35263.6965,-35995.5308,-36715.4383,-37421.7924,-38112.7823,-38786.4328,-39440.6448,-40073.1982,-40681.8412,-41264.3431,-41818.5539,-42342.5296,-42834.5569,-43293.2786,-43717.6654,-44107.0455,-44461.1064,-44779.8762,-45063.6862,-45313.2026,-45529.3333,-45713.2189,-45866.0893,-45989.1952,-46083.6622,-46150.3952,-46190.0079,-46204.1629
-647.09103,-646.596092,-644.064582,-639.001471,-631.443416,-621.443215,-609.056876,-594.335473,-577.335959,-558.113688,-536.726239,-513.246692,-487.74241,-460.291653,-430.981347,-399.915935,-367.194373,-332.932269,-297.227799,-260.197226,-221.938175,-182.543977,-142.036484,-100.271404,-56.0041348,0.0,0.0,0.0,0.0,0.0,0.0,-529.999395,-1344.45074,-2182.90121,-3029.55826,-3879.87206,-4731.70488,-5583.88811,-6435.72346,-7286.74201,-8136.61436,-8985.10577,-9832.03296,-10677.2601,-11520.6768,-12362.2002,-13201.7643,-14039.3097,-14874.8083,-15708.2054,-16539.497,-17368.6475,-18195.6451,-19020.473,-19843.1053,-20663.5301,-21481.6991,-22297.5939,-23111.1434,-23922.2856,-24730.9282,-25536.9519,-26340.2224,-27140.5476,-27937.7107,-28731.45,-29521.4247,-30307.2533,-31088.4691,-31864.5165,-32634.7403,-33398.3642,-34154.501,-34902.1031,-35639.9728,-36366.7571,-37080.9004,-37780.6865,-38464.2108,-39129.4104,-39774.1021,-40396.0042,-40992.8335,-41562.3434,-42102.4504,-42611.2674,-43087.2365,-43529.1433,-43936.1582,-44307.8242,-44644.0694,-44945.1301,-45211.5865,-45444.2618,-45644.2366,-45812.7035,-45950.9134,-46060.059,-46141.2365,-46195.3677,-46219.2097
-650.788344,-649.274449,-645.324562,-638.935142,-630.093686,-618.837388,-605.226316,-589.293033,-571.097385,-550.7052,-528.167427,-503.560972,-476.953977,-448.423092,-418.069364,-385.980089,-352.261794,-317.019014,-280.32653,-242.248937,-202.835152,-162.088297,-119.898369,-75.9846279,-30.5938587,0.0,0.0,0.0,0.0,0.0,0.0,-920.743973,-1767.68151,-2613.12603,-3461.63841,-4312.27948,-5163.962,-6015.81635,-6867.24238,-7717.77151,-8567.08745,-9414.93508,-10261.1447,-11105.5906,-11948.164,-12788.7942,-13627.4141,-14463.9819,-15298.4693,-16130.8415,-16961.0794,-17789.1709,-18615.1034,-19438.8603,-20260.423,-21079.7746,-21896.8666,-22711.6833,-23524.1485,-24334.1959,-25141.7285,-25946.6235,-26748.7363,-27547.8617,-28343.7821,-29136.2064,-29924.791,-30709.1255,-31488.7127,-32262.9748,-33031.224,-33792.6367,-34546.2887,-35291.0689,-36025.7118,-36748.784,-37458.6297,-38153.4359,-38831.1851,-39489.672,-40126.5982,-40739.557,-41326.1471,-41884.0704,-42411.204,-42905.7088,-43366.1315,-43791.4245,-44180.9881,-44534.6285,-44852.568,-45135.3345,-45383.7883,-45599.0014,-45782.2015,-45934.6466,-46057.5076,-46151.6649,-46217.2501,-46252.2426,-46259.7705
-656.686164,-656.151209,-653.490788,-648.291312,-640.601693,-630.469062,-617.939269,-603.062336,-585.882982,-566.453204,-544.832937,-521.081805,-495.266885,-467.463734,-437.761905,-406.245432,-373.017969,-338.16722,-301.772555,-263.881393,-224.526029,-183.699155,-141.36702,-97.4311269,-51.5180053,0.0,0.0,0.0,0.0,0.0,0.0,-533.023232,-1352.79764,-2195.81858,-3043.23498,-3893.07776,-4744.39205,-5596.33353,-6448.20341,-7299.44493,-8149.6507,-8998.50741,-9845.79058,-10691.3377,-11535.0342,-12376.7906,-13216.5332,-14054.2256,-14889.828,-15723.3144,-16554.6589,-17383.8611,-18210.9119,-19035.794,-19858.4983,-20679.0195,-21497.3381,-22313.4201,-23127.2277,-23938.7026,-24747.779,-25554.3576,-26358.3071,-27159.4811,-27957.6939,-28752.692,-29544.1904,-30331.8453,-31115.2205,-31893.827,-32667.0538,-33434.1893,-34194.402,-34946.7044,-35689.9511,-36422.82,-37143.7683,-37851.0589,-38542.7344,-39216.6068,-39870.3146,-40501.3299,-41107.0386,-41684.854,-42232.316,-42747.2281,-43227.7734,-43672.6076,-44080.9079,-44452.3613,-44787.1589,-45085.8759,-45349.4404,-45579.0367,-45775.9911,-45941.6533,-46077.2833,-46183.8428,-46261.8526,-46311.3014,-46330.8963
-665.207311,-663.630582,-659.548387,-653.003877,-643.991127,-632.545825,-618.711188,-602.530801,-584.054259,-563.329338,-540.401614,-515.355181,-488.242096,-459.144227,-428.159532,-395.371429,-360.858282,-324.705702,-286.967668,-247.662983,-206.806645,-164.389555,-120.434242,-75.1203494,-29.8024682,0.0,0.0,0.0,0.0,0.0,0.0,-925.860046,-1776.63285,-2624.25569,-3473.73438,-4324.88936,-5177.01427,-6029.40372,-6881.433,-7732.61408,-8582.56661,-9431.02172,-10277.7745,-11122.6798,-11965.638,-12806.5767,-13645.4445,-14482.2024,-15316.8286,-16149.3041,-16979.6324,-17807.801,-18633.808,-19457.6588,-20279.3461,-21098.8697,-21916.2119,-22731.3474,-23544.2507,-24354.8611,-25163.1177,-25968.929,-26772.1651,-27572.6906,-28370.3038,-29164.7785,-29955.8294,-30743.107,-31526.191,-32304.5786,-33077.6677,-33844.7423,-34604.9415,-35357.2631,-36100.5117,-36833.3131,-37554.0334,-38260.7973,-38951.4802,-39623.6679,-40274.7069,-40901.7715,-41501.9199,-42072.2452,-42610.0473,-43113.0019,-43579.3279,-44007.8562,-44398.1034,-44750.194,-45064.7934,-45342.984,-45586.1422,-45795.8063,-45973.5433,-46120.7839,-46238.7118,-46328.0518,-46388.8603,-46420.2312,-46426.6741
-675.967197,-675.409523,-672.664682,-667.313808,-659.439716,-649.079413,-636.291945,-621.107595,-603.575559,-583.738313,-561.631539,-537.33403,-510.888367,-482.374985,-451.88008,-419.480826,-385.262658,-349.306227,-311.675363,-272.388786,-231.461327,-188.910033,-144.764509,-99.1581264,-52.0796583,0.0,0.0,0.0,0.0,0.0,0.0,-535.571929,-1358.97552,-2204.75755,-3054.06031,-3905.26313,-4757.70368,-5610.70192,-6463.603,-7315.85802,-8167.01848,-9016.75249,-9864.80704,-10711.0279,-11555.2814,-12397.4901,-13237.6027,-14075.5683,-14911.3764,-15745.011,-16576.4787,-17405.7663,-18232.8959,-19057.8727,-19880.7048,-20701.4136,-21519.9802,-22336.4147,-23150.6988,-23962.8098,-24772.7076,-25580.3277,-26385.591,-27188.3923,-27988.5872,-28786.0054,-29580.4274,-30371.5839,-31159.1447,-31942.7055,-32721.7819,-33495.7877,-34264.0052,-35025.6006,-35779.5416,-36524.6195,-37259.376,-37982.0797,-38690.7146,-39382.8861,-40055.886,-40706.6618,-41331.8909,-41928.1373,-42492.0265,-43020.4961,-43511.1028,-43962.1329,-44372.796,-44743.1401,-45073.9132,-45366.4418,-45622.4179,-45843.6958,-46032.191,-46189.6711,-46317.6269,-46417.1769,-46489.0459,-46533.767,-46551.1579
-689.39097,-687.754607,-683.554303,-676.830503,-667.584809,-655.855288,-641.679695,-625.090492,-606.143597,-584.863988,-561.30655,-535.52682,-507.585554,-477.557457,-445.523642,-411.564099,-375.76409,-338.181536,-298.858336,-257.810983,-215.048087,-170.623227,-124.664825,-77.5200154,-30.6902785,0.0,0.0,0.0,0.0,0.0,0.0,-929.74353,-1783.67705,-2633.84171,-3485.37439,-4338.29001,-5191.99819,-6045.8681,-6899.30102,-7751.77094,-8602.90712,-9452.39537,-10300.0469,-11145.7118,-11989.2879,-12830.719,-13669.9573,-14506.9959,-15341.8181,-16174.4314,-17004.8537,-17833.0949,-18659.1864,-19483.1376,-20304.9771,-21124.7389,-21942.4073,-22758.0157,-23571.5529,-24383.0076,-25192.3552,-25999.541,-26804.5239,-27607.1952,-28407.4401,-29205.1158,-30000.0189,-30791.919,-31580.5117,-32365.4332,-33146.2246,-33922.3442,-34693.1249,-35457.7348,-36215.1698,-36964.1918,-37703.2924,-38430.6229,-39143.9647,-39840.6001,-40517.3856,-41170.6564,-41796.3684,-42390.32,-42948.4246,-43467.1857,-43944.0604,-44377.669,-44767.8522,-45115.5242,-45422.3148,-45690.3896,-45922.1286,-46119.8984,-46285.9387,-46422.1735,-46530.1422,-46610.9714,-46665.2771,-46692.9676,-46698.5907
-705.092819,-704.516853,-701.688919,-696.182803,-688.078118,-677.435392,-664.286992,-648.669945,-630.627855,-610.186395,-587.388972,-562.273876,-534.909526,-505.342672,-473.661214,-439.943134,-404.263921,-366.691047,-327.276703,-286.040232,-242.99671,-198.185553,-151.701774,-103.768318,-54.4331641,0.0,0.0,0.0,0.0,0.0,0.0,-537.743909,-1364.37994,-2213.17394,-3065.11638,-3918.66788,-4773.22646,-5628.18209,-6482.90588,-7336.81991,-8189.48443,-9040.54199,-9889.75646,-10736.9411,-11581.9902,-12424.8329,-13265.4133,-14103.7366,-14939.7916,-15773.584,-16605.1423,-17434.4907,-18261.6689,-19086.7037,-19909.6437,-20730.5161,-21549.3533,-22366.1982,-23181.0646,-23993.9705,-24804.9219,-25613.9067,-26420.9147,-27225.8913,-28028.7827,-28829.4984,-29627.9217,-30423.9033,-31217.2464,-32007.7071,-32794.9679,-33578.6479,-34358.2696,-35133.1982,-35902.6933,-36665.7793,-37421.2302,-38167.5081,-38902.6369,-39624.1368,-40328.9155,-41013.1268,-41672.2113,-42301.0041,-42894.0578,-43446.3426,-43953.8508,-44414.1843,-44826.7514,-45192.5563,-45513.7578,-45793.2384,-46034.1003,-46239.4097,-46412.0226,-46554.3883,-46668.5588,-46756.2008,-46818.6088,-46856.987,-46871.7899
-723.529873,-721.846085,-717.515818,-710.584083,-701.062022,-688.975839,-674.361291,-657.253633,-637.671414,-615.652243,-591.235499,-564.458667,-535.37988,-504.060159,-470.5768,-434.999863,-397.40692,-357.852585,-316.370494,-272.969478,-227.690642,-180.604385,-131.885492,-81.9653615,-32.4377081,0.0,0.0,0.0,0.0,0.0,0.0,-933.60615,-1790.95688,-2644.28281,-3498.72171,-4354.3035,-5210.48182,-6066.62474,-6922.12501,-7776.46438,-8629.24609,-9480.15977,-10329.0126,-11175.6568,-12020.0129,-12862.0443,-13701.7178,-14539.0497,-15374.0499,-16206.7512,-17037.1941,-17865.4278,-18691.5056,-19515.477,-20337.3998,-21157.3171,-21975.2988,-22791.3788,-23605.6039,-24418.0109,-25228.6227,-26037.461,-26844.5291,-27649.8203,-28453.3029,-29254.9346,-30054.6553,-30852.3559,-31647.9199,-32441.1602,-33231.8521,-34019.7036,-34804.3243,-35585.2052,-36361.7041,-37132.9387,-37897.76,-38654.6274,-39401.4589,-40135.5084,-40853.0979,-41549.4156,-42218.4535,-42853.1904,-43446.3123,-43991.4266,-44484.1893,-44923.0219,-45308.9936,-45645.0299,-45935.0789,-46183.4221,-46394.1356,-46570.8718,-46716.7945,-46834.489,-46926.1029,-46993.4341,-47037.8854,-47060.2617,-47064.7688
-744.307056,-743.710925,-740.791208,-735.113548,-726.757801,-715.781476,-702.206824,-686.066127,-667.385599,-646.185067,-622.497948,-596.353007,-567.786743,-536.858581,-503.628016,-468.166799,-430.547948,-390.826703,-349.054228,-305.234955,-259.405194,-211.60947,-161.977857,-110.786432,-58.1033866,0.0,0.0,0.0,0.0,0.0,0.0,-540.166435,-1370.49716,-2222.93064,-3078.32817,-3935.10971,-4792.67452,-5650.40084,-6507.64215,-7363.82928,-8218.50153,-9071.29214,-9921.97,-10770.3571,-11616.3598,-12459.9235,-13301.0311,-14139.6925,-14975.9296,-15809.7946,-16641.332,-17470.6039,-18297.6797,-19122.6282,-19945.5111,-20766.4191,-21585.4198,-22402.5756,-23217.9659,-24031.6497,-24843.6895,-25654.136,-26463.0371,-27270.4437,-28076.3625,-28880.8423,-29683.8817,-30485.4554,-31285.5703,-32084.157,-32881.1439,-33676.4266,-34469.8226,-35261.1154,-36049.9618,-36835.8604,-37618.145,-38395.7949,-39167.3952,-39930.8774,-40683.1827,-41419.8607,-42134.6061,-42818.9456,-43462.7282,-44055.665,-44589.6905,-45060.9989,-45470.3612,-45821.9039,-46121.4101,-46374.9829,-46588.258,-46766.0902,-46912.4593,-47030.5185,-47122.8636,-47191.7472,-47239.3372,-47267.8282,-47278.608
